BAIRRO,TIPOESC,num_alunos
JARDIM ALVINA,CR.P.CONV   ,241
JARDIM MARABÃ,CEI INDIR   ,241
VILA ANTÃ”NIO,CR.P.CONV   ,241
VILA ANTÔNIO,CR.P.CONV ,241
18,CR.P.CONV,240
ESTÃ‚NCIA JARAGUÃ,CR.P.CONV   ,240
JARDIM DOS FRANCOS,CR.P.CONV   ,240
PARQUE REBOUCAS,CR.P.CONV   ,240
VILA INDEPENDENCIA,CR.P.CONV,240
VILA LUCIA,CEI INDIR   ,240
VILA NHOCUNE,CEI INDIR   ,240
JARDIM FELICIDADE (ZONA OESTE),CR.P.CONV   ,239
JARDIM INDEPENDÃŠNCIA,CR.P.CONV   ,239
SACOMA,CR.P.CONV   ,239
CANINDÉ,CCI/CIPS,238
CONJUNTO RESIDENCIAL JOSÃ‰ BONIFÃCIO,CR.P.CONV   ,238
JARDIM ROSA MARIA,CEI DIRET   ,238
JARDIM WILMA FLOR,CR.P.CONV   ,238
SÍTIO ITABERABA I,MOVA      ,238
PARQUE ALVES DE LIMA,CEI INDIR   ,237
ITAIM BIBI,CEI INDIR   ,236
JARDIM DAS CARMELITAS,CR.P.CONV   ,236
JARDIM PONTE RASA,ESC.PART.,236
VILA MADALENA,CR.P.CONV   ,236
JARDIM JAPAO,EMEI        ,235
JARDIM NOVO CARRÃƒO,CR.P.CONV   ,235
SANTANA,CR.P.CONV   ,235
VILA GUILHERMINA,CR.P.CONV   ,235
VILA UNIVERSITARIA,CEI INDIR   ,235
CIDADE NITRO QUÃMICA,CR.P.CONV   ,234
CONJ HAB BARRO BRANCO II,CEI INDIR   ,234
JARDIM ANA ROSA,CR.P.CONV   ,234
JARDIM MÁLIA II,MOVA      ,234
JARDIM MÃLIA II,MOVA        ,234
JARDIM SANTO ELIAS,CCA,234
JARDIM VILA CARRAO,CCA,234
VILA BUARQUE,ESC.PART. ,234
CIDADE NOVA HELIÃ“POLIS,MOVA        ,233
CIDADE SAO FRANCISCO,CEI DIRET   ,233
JARDIM DAS CAMÃ‰LIAS,MOVA        ,233
JARDIM DRACENA,CEI DIRET   ,233
VILA IVONE,CR.P.CONV   ,233
JARDIM FRATERNIDADE,MOVA        ,232
JARDIM JAU,CCA,232
JARDIM SÃƒO MANOEL,CEI DIRET   ,232
JARDIM TANCREDO,CCA,232
PARAISOPOLIS,MOVA,232
PARQUE SANTA MADALENA,CR.P.CONV   ,232
PARQUE SAVOI CITY,CCA,232
VILA NHOCUNE,MOVA      ,232
VILA NHOCUNE,MOVA        ,232
VILA ROSARIA,CCA,232
CONJUNTO PROMORAR RIO CLARO,CEI INDIR ,231
JARDIM BRASÃLIA,CR.P.CONV   ,231
JARDIM GUACURI,CR.P.CONV   ,231
JARDIM MARQUESA,CR.P.CONV ,231
PRAIA PAULISTINHA,ESC.PART.,231
VILA ITABERABA,CR.P.CONV   ,231
CHACARA SANTA MARIA,CCA,230
CIDADE JÚLIA,ESC.PART.,230
JARDIM SAMARA,CEI DIRET   ,230
JARDIM SANTO ELIAS SAO MIGUEL,CR.P.CONV   ,230
MOOCA,ESC.PART. ,230
PARAISOPOLIS,CCA,230
SANTA TERESINHA,CR.P.CONV,230
VILA JAGUARA,CCA,230
VILA LÃšCIA,CEI INDIR   ,230
CONJUNTO HABITACIONAL BRIGADEIRO EDUARDO,CR.P.CONV   ,229
JARDIM MODELO,CR.P.CONV ,229
JARDIM MODELO,CR.P.CONV   ,229
JARDIM RUSSO,CR.P.CONV   ,229
SICILIANO,CR.P.CONV   ,229
CIDADE JULIA,CCA,228
JARDIM SÃƒO BENTO NOVO,CR.P.CONV   ,228
VILA BABILONIA,CR.P.CONV ,228
JARDIM IPÃŠ,CR.P.CONV   ,227
VILA BANCÃRIA MUNHOZ,MOVA        ,227
ERMELINO MATARAZZO,CEI INDIR   ,226
JAGUARÉ,CCA,226
JARDIM ITAPURA,CR.P.CONV   ,226
JARDIM VALE DAS VIRTUDES,CCA,226
JARDIM VIRGINIA BIANCA,CR.P.CONV   ,226
UNIÃO DE VILA NOVA,ESP CONV,226
ALTO DO PARI,CR.P.CONV,225
CANINDÃ‰,CR.P.CONV   ,225
JARDIM EDI,MOVA        ,225
JARDIM SANTA EDWIGES (CAPELA DO SOCORRO),MOVA      ,225
JARDIM SANTA EDWIGES CAPELA DO SOCORRO,MOVA        ,225
JARDIM SHANGRILA ZONA NORTE,CR.P.CONV   ,225
VILA CLARA,ESC.PART.,225
CIDADE SATÉLITE SANTA BÁRBARA,ESC.PART.,224
JARDIM ADELFIORE,CR.P.CONV   ,224
JARDIM CAMARGO,CR.P.CONV   ,224
JARDIM DONÃRIA,CR.P.CONV   ,224
JARDIM ORLY,ESC.PART.,224
JORDANÓPOLIS,ESC.PART.,224
PARQUE DOS BANCÃRIOS,CR.P.CONV   ,224
PARQUE SÃO DOMINGOS,ESC.PART.,224
TREMEMBE,CCA,224
VILA FACHINI,CCA,224
VILA PALMEIRAS,ESC.PART.,224
JARDIM LAPENA,MOVA        ,223
VILA NOVA ALBA,CEI DIRET   ,223
VILA ROBERTINA,CR.P.CONV ,223
VILA ROBERTINA,CR.P.CONV   ,223
JARDIM BRASÃLIA (ZONA LESTE),CR.P.CONV   ,222
JARDIM CLARICE,CCA,222
JARDIM COTINHA,CEI DIRET   ,222
JARDIM ELBA,CR.P.CONV   ,222
JARDIM MODELO,CCA,222
JARDIM SIPRAMAR,CCA,222
MIAMI PAULISTA,CR.P.CONV ,222
MIAMI PAULISTA,CR.P.CONV   ,222
PERDIZES,ESC.PART. ,222
CONJUNTO HABITACIONAL BRIGADEIRO FARIA L,CEI INDIR   ,221
PARQUE SANTA AMÃ‰LIA,CR.P.CONV   ,221
SAÃšDE,MOVA        ,221
SAÚDE,MOVA      ,221
VILA SANTA TERESAZONA SUL,CEI DIRET   ,221
BUTANTA,CR.P.CONV   ,220
FAZENDA MORUMBI,CCA,220
JARDIM DAS FLORES,MOVA        ,220
JARDIM JUSSARA,CR.P.CONV   ,220
JARDIM MONTE KEMEL,CEI INDIR   ,220
SANTA AMELIA,CCA,220
VILA CARAGUATA,CCA,220
VILA DA PAZ,CCA,220
VILA NHOCUNE,CCA,220
VILA NOVA MANCHESTER,CCA,220
ÃGUA FRIA,CR.P.CONV   ,220
BALNEARIO MAR PAULISTA,CEI DIRET   ,219
JARDIM PONTE RASA,MOVA      ,219
JARDIM PONTE RASA,MOVA        ,219
PARQUE DA VILA PRUDENTE,CR.P.CONV ,219
RESIDENCIAL SOL NASCENTE,CR.P.CONV ,219
RESIDENCIAL SOL NASCENTE,CR.P.CONV   ,219
VILA BUTANTÃ,CR.P.CONV ,219
VILA BUTANTÃƒ,CR.P.CONV   ,219
JARDIM PALANQUE,CCA,218
JARDIM PIRITUBA,CCA,218
JARDIM UMARIZAL,CCA,218
JARDIM DUPRAT,ESC.PART.,217
JARDIM PAULISTA,CEI INDIR   ,217
ALTO DA LAPA,ESC.PART.,216
CONJUNTO HABITACIONAL CASTRO ALVES,CCA,216
JARDIM LÍDIA,MOVA      ,216
JARDIM MIMAR,CCA,216
JARDIM MONJOLO,CR.P.CONV,216
PARQUE BOA ESPERANCA,CCA,216
PARQUE DAS NACOES,CCA,216
PEDREIRA,CCA,216
VILA CALIFÓRNIA,CEI INDIR ,216
VILA CHABILÂNDIA,CR.P.CONV,216
VILA INVERNADA,CCA,216
CIDADE DOMITILA,CR.P.CONV   ,215
PARQUE AMERICA,MOVA        ,215
JARDIM ANGELA ZONA SUL,MOVA        ,214
JARDIM GUARAPIRANGA,CCA,214
JARDIM NORDESTE,CR.P.CONV   ,214
JARDIM PAULO VI,CEI INDIR   ,214
JARDIM PIRATININGA,CCA,214
JARDIM SÃƒO JOAQUIM,CR.P.CONV   ,214
PARQUE SAVOY CITY,CR.P.CONV ,214
PARQUE SAVOY CITY,CR.P.CONV   ,214
VILA NOSSA SENHORA APAREC,CCA,214
JARDIM SÃƒO JORGE (RAPOSO TAVARES),CR.P.CONV   ,213
CHÃCARA TRÃŠS MENINAS,CR.P.CONV   ,212
CIDADE NITRO OPERÃRIA,CR.P.CONV   ,212
JARDIM BOA VISTA (ZONA OESTE),CR.P.CONV,212
JARDIM BOA VISTA ZONA OESTE,CR.P.CONV   ,212
JARDIM BONFIGLIOLI,CR.P.CONV ,212
JARDIM DRACENA,CCA,212
JARDIM FILHOS DA TERRA,CCA,212
JARDIM SAO CARLOS,CCA,212
JARDIM VERA CRUZ(ZONA SUL),CR.P.CONV ,212
PARQUE AMERICA,CCA,212
PARQUE PANAMERICANO,CR.P.CONV ,212
PQUE FERNANDA,CCA,212
SITIO DO MORRO,CCA,212
VILA DOS PALMARES,CCA,212
CIDADE ADEMAR,ESC.PART. ,211
VILA PROGRESSO ZONA NORTE,CR.P.CONV   ,211
BALNEARIO SAO FRANCISCO,CCA,210
CONJUNTO HABITACIONAL JARDIM SAO BENTO,CCA,210
JARDIM ARACATI,MOVA      ,210
JARDIM ARACATI,MOVA        ,210
JARDIM BRASILIA,CEI INDIR   ,210
JARDIM IVA,CCA,210
JARDIM PLANALTO,CCA,210
JARDIM SAO NICOLAU,CCA,210
JARDIM VISTA LINDA,CCA,210
VILA SERRALHEIRO,CCA,210
JARDIM GERMÂNIA,CR.P.CONV ,209
JARDIM JARAGUÃ,CEI DIRET   ,209
JARDIM MAGGI,CR.P.CONV   ,209
JARDIM REGINA,CR.P.CONV   ,209
MIRANDÃ“POLIS,MOVA        ,209
SÃƒO MIGUEL PAULISTA,CEI INDIR   ,209
CASA GRANDE,CCA,208
JARDIM CONSÓRCIO,ESC.PART.,208
JARDIM IBIRAPUERA,MOVA      ,208
JARDIM IBIRAPUERA,MOVA        ,208
JARDIM SANTA EDWIGES,CCA,208
JARDIM ZILDA,ESC.PART. ,208
PARQUE COCAIA,CCA,208
VILA BABILONIA,CCA,208
VILA PALMEIRAS,CCA,208
VILA PAULO SILAS,CR.P.CONV   ,208
VILA PRINCESA ISABEL,CCA,208
VILA ROMERO,CR.P.CONV   ,208
MIRANDÃ“POLIS,CR.P.CONV   ,207
VILA AMERICANA,CR.P.CONV,207
VILA DIVINA PASTORA,CR.P.CONV   ,207
CIDADE LIDER,CCA,206
JARDIM BRASILIA,CCA,206
JARDIM HERCULANO,CCA,206
JARDIM LIBANO,CCA,206
JARDIM PLANALTO,CR.P.CONV   ,206
JARDIM SANTA EMILIA,CCA,206
PARQUE CISPER,CCA,206
PARQUE SANTA RITA,CCA,206
QUARTA PARADA,CR.P.CONV   ,206
VILA INACIO,CCA,206
ALTO DE PINHEIROS,CR.P.CONV   ,205
INDIANOPOLIS,EMEI        ,205
JARDIM MIRAGAIA,CR.P.CONV   ,205
VILA IOLANDALAJEADO,CR.P.CONV   ,205
VILA SILVA TELES,CR.P.CONV   ,205
JARDIM BANDEIRANTES,CCA,204
JARDIM MARIA AMÁLIA,ESC.PART. ,204
JARDIM SAO JORGE,CR.P.CONV   ,204
JARDIM SAO JOSE SAO MATEUS,CR.P.CONV   ,204
JARDIM SAO NORBERTO,CCA,204
PARQUE MANDAQUI,CR.P.CONV   ,204
PARQUE SANTO EDUARDO,CEI INDIR ,204
PERUS,CCA,204
VILA JUREMA,CR.P.CONV   ,204
JARDIM CASA PINTADA,CR.P.CONV   ,203
JARDIM NOVE DE JULHO,CR.P.CONV ,203
PARQUE SANTA RITA,ESC.PART.,203
VILA ROMANA,ESC.PART.,203
ALTO DA RIVIERA,CCA,202
CONJUNTO HABITACIONAL INSTITUTO ADVENTIS,CCA,202
JARDIM NAZARETH,CCA,202
PARQUE RESIDENCIAL COCAIA,MOVA,202
RAPOSO TAVARES,CEI INDIR   ,202
SAO MATEUS,CR.P.CONV   ,202
VILA GUILHERME,CCA,202
VILA NAIR,CR.P.CONV ,202
VILA POPULAR,CCA,202
VILA SABRINA,CCA,202
AMERICANÃ“POLIS,CEI INDIR   ,201
JARDIM RECANTO VERDE,CR.P.CONV   ,201
VILA TIRADENTES,CEI DIRET   ,201
CASTRO ALVES,CCA,200
CIDADE ANTONIO ESTEVAO DE CARVALHO,CCA,200
JARDIM RODRIGO,CEI DIRET   ,200
NOVA PIRAJU,ESC.PART.,200
VILA GOMES CARDIM,CCA,200
VILA SANTO ESTEVÃO,ESC.PART.,200
JARDIM HUMAITÃ,CR.P.CONV   ,199
SUMARÃ‰,CR.P.CONV   ,199
VILA MOREIRA,CR.P.CONV   ,199
VILA SOFIA,ESC.PART. ,199
JARDIM ITAPURA,CCA,198
JARDIM MATARAZZO,ESC.PART.,198
JARDIM SANTO ANTÃ”NIO,CR.P.CONV   ,198
MORRO DOCE,CCA,198
PARQUE ARTUR ALVIM,CCA,198
VILA MATILDE,CCA,198
JARDIM SAPOPEMBA,CR.P.CONV   ,197
PARI,CR.P.CONV   ,197
CHÃCARA NOSSA SENHORA APARECIDA,CR.P.CONV   ,196
JARDIM IRACEMA,CCA,196
JARDIM MORUMBI,CR.P.CONV   ,196
VILA ITAIM,CCA,196
VILA LEOPOLDINA,CCA,196
VILA REGINA,CCA,196
VILA ZAT,CCA,196
ELDORADO,CR.P.CONV   ,195
JARDIM PEDRO JOSÃ‰ NUNES,CR.P.CONV   ,195
VILA ALPINA,MOVA,195
VILA PARANAGUA,CR.P.CONV,195
VILA RENATO (ZONA NORTE),CR.P.CONV   ,195
CIDADE NITRO OPERARIA,CCA,194
JARDIM MACEDONIA,CCA,194
JARDIM RUSSO,CCA,194
PARQUE NOVO SANTO AMARO,CR.P.CONV   ,194
VILA INDEPENDENCIA,CCA,194
JARDIM MIRAGAIA,CR.P.CONV ,193
JARDIM ROSA MARIA,CR.P.CONV   ,193
JARDIM SÃƒO FRANCISCO,CR.P.CONV   ,193
VILA GUMERCINDO,CEI DIRET   ,193
CATUMBI,CCA,192
JARDIM SANDRA MARIA,CCA,192
LAGEADO,CCA,192
VILA BUENOS AIRES,CCA,192
VILA INDEPENDÃŠNCIA,CR.P.CONV   ,192
VILA SANTO ESTEFANO,CCA,192
BROOKLIN PAULISTA,ESC.PART. ,191
CIDADE TIRADENTES,CCA,190
CONJUNTO HABITACIONAL JARDIM SÃO BENTO,CR.P.CONV ,190
JARDIM JARAGUA,CCA,190
JARDIM MARIA LÃDIA,MOVA        ,190
PARQUE BOA ESPERANÃ‡A,CR.P.CONV   ,190
RECANTO SANTO ANTÃ”NIO,MOVA        ,190
VILA AYMORE,CCA,190
JARDIM SANTA MARGARIDA,MOVA      ,189
JARDIM SANTA MARGARIDA,MOVA        ,189
BALNEARIO SAO JOSE,CCA,188
PENHA DE FRANCA,CCA,188
JARDIM DOM BOSCO,CR.P.CONV   ,187
ACLIMAÇÃO,CR.P.CONV ,186
JARDIM DAMASCENO,CCA,186
JARDIM PANORAMA,CCA,186
VILA BELA VISTA (ZONA NORTE),MOVA,186
VILA CARRÃO,CEI INDIR ,186
VILA HELIÓPOLIS,CCA,186
JARDIM IPANEMA (ZONA SUL),ESC.PART.,185
JARDIM IPANEMA ZONA SUL,ESC.PART.,185
JARDIM MIRIAM,ESC.PART.,185
VILA MARTE,CR.P.CONV   ,185
VILA NORMA,ESC.PART.,185
VILA UNIVERSITÃRIA,CR.P.CONV   ,185
CHACARA NANI,CCA,184
Cidade Tiradentes,CR.P.CONV ,184
JARDIM CAPELINHA,CCA,184
JARDIM FELICIDADE,CCA,184
PARELHEIROS,CCA,184
VILA MARILENA,CCA,184
JARDIM PORTAL I E II,MOVA        ,183
FURNAS,CCA,182
JARDIM CRISTALIA,CCA,182
JARDIM MARILDA,CCA,182
NOSSA SENHORA DO Ã“,CCI/CIPS    ,182
PARQUE PANAMERICANO,MOVA        ,181
PERUS,MOVA        ,181
JARDIM AMPLIACAO,CCA,180
JARDIM CATANDUVA,CCA,180
JARDIM DA LARANJEIRA (ZONA LESTE),CCA,180
JARDIM ESTER,CCA,180
JARDIM JACANA,MOVA        ,180
JARDIM LIDERANÇA,CR.P.CONV ,180
JARDIM NOVO MORUMBI,CCA,180
JARDIM PEDRO JOSE NUNES,CR.P.CONV,180
JARDIM PETRÓPOLIS,ESC.PART.,180
JARDIM SANTA EMILIA,CR.P.CONV   ,180
VILA INDUSTRIAL,CCA,180
VILA YOLANDA II,CR.P.CONV,180
RIO BONITO,MOVA        ,179
JARDIM DAS LARANJEIRAS,CCA,178
JARDIM SILVEIRA,CCA,178
JARDIM TIETE,CCA,178
SANTO AMARO,CCA,178
VILA NOVA CAROLINA,CCA,178
CHÃCARA CALIFÃ“RNIA,CR.P.CONV   ,177
CIDADE IPAVA,MOVA      ,177
CIDADE IPAVA,MOVA        ,177
JARDIM ANA LÃšCIA,MOVA        ,177
JARDIM ANA LÚCIA,MOVA      ,177
JARDIM MONTE BELO,MOVA        ,177
JARDIM PAQUETA ZONA NORTE,CR.P.CONV   ,177
VILA CAPELA,MOVA      ,177
VILA CAPELA,MOVA        ,177
CONJUNTO HABITACIONAL TEOTONIO VILELA,CR.P.CONV   ,176
JARDIM AEROPORTO,CCA,176
JARDIM DAS PEDRAS,MOVA        ,176
JARDIM SÃƒO JOÃƒO,MOVA        ,176
JARDIM VALPARAISO,MOVA,176
JARDIM VALPARAISO,MOVA      ,176
MASCARENHAS DE MO,CCA,176
SITIO MORRO GRANDE,CCA,176
VILA POMPEIA,CCA,176
BARRA FUNDA,MOVA      ,175
BARRA FUNDA,MOVA        ,175
JARDIM LEÃ”NIDAS MOREIRA,MOVA        ,175
JARDIM LEÔNIDAS MOREIRA,MOVA      ,175
JARDIM MARIA VIRGINIA,CR.P.CONV ,175
CONJ. PRO-MORAR,CCA,174
CONJUNTO JUSCELINO,CCA,174
FAVELA VILA NOVA JAGUARE,CCA,174
JARDIM ANTARTICA,MOVA      ,174
JARDIM FERNANDES,CCA,174
PARAISOPOLIS,MOVA      ,174
VILA RE,ESC.PART. ,174
CIDADE TIRADENTES,MOVA      ,172
JARDIM LEONOR,CCA,172
JARDIM PÃ‰ROLA I,MOVA        ,172
JARDIM REIMBERG,CCA,172
PARQUE SANTA MADALENA,CCA,172
VILA SANTA MARIA,MOVA        ,172
JARDIM DAS CAMÃ‰LIAS,CR.P.CONV   ,171
JARDIM GUAPIRA,CR.P.CONV   ,171
PARQUE BOA ESPERANCA,MOVA        ,171
BELA ALIANCA,CCA,170
CONJUNTO HABITACIONAL SANTA ETELVINA II,CCA,170
JARDIM COMERCIAL,CCA,170
JARDIM DOM JOSÃ‰,CEI DIRET   ,170
JARDIM THEALIA,CCA,170
JARDIM VILA CARRAO,MOVA        ,170
MORRO DOCE,CR.P.CONV,170
QUARTA PARADA,CCA,170
VILA LIVIERO,ESC.PART.,170
VILA NOVA CURUCA,ESC.PART.,170
CONJUNTO HABITACIONAL JOVA RURAL,CR.P.CONV   ,169
ALTO DA MOOCA,ESC.PART.,168
CONJUNTO PROMORAR RAPOSO TAVARES,MOVA        ,168
VILA ALPINA,ESC.PART.,168
VILA CRUZEIRO,ESC.PART. ,168
VILA GRANADA,CCA,168
VILA MARIANA,MOVA        ,168
VILA PRUDENTE,CCA,168
VILA PRUDENTE,ESC.PART.,168
VILA SAO PAULO,CCA,168
JARDIM DAS ROSAS IGUATEMI,MOVA        ,166
JARDIM JUREMA,CR.P.CONV   ,166
JARDIM PAULISTA,CCA,166
JARDIM ARANTES,MOVA        ,165
JARDIM BOA VISTA,CR.P.CONV,165
JARDIM BRASIL (ZONA SUL),ESC.PART.,165
JARDIM BRASIL ZONA SUL,ESC.PART.,165
JARDIM COTINHA,MOVA,165
JARDIM DA PEDREIRA,MOVA        ,165
JARDIM MONTE KEMEL,CEI INDIR ,165
JARDIM SANTO ANDRÃ‰,MOVA        ,165
VILA ARICANDUVA,CEI INDIR ,165
VILA PRIMAVERA,CEI INDIR ,165
VILA SANTA MARIA,MOVA      ,165
CONJUNTO HABITACIONAL INACIO MONTEIRO,CCA,164
JARDIM NORONHA,MOVA        ,164
JARDIM SAO JOAO SAO RAFAEL,MOVA        ,164
PARQUE CASA DE PEDRA,MOVA        ,164
TREMEMBÃ‰,MOVA        ,164
VILA MARIANA,ESC.PART.   ,164
VILA SOCORRO,CR.P.CONV   ,164
IPIRANGA,ESC.PART. ,163
JARDIM FERNANDES,MOVA        ,163
VILA HOMERO,MOVA        ,163
VILA SAO FRANCISCO,MOVA        ,163
CAXINGUI,CCA,162
JARDIM ANA ROSA,CEI INDIR ,162
JARDIM CELESTE,CCA,162
JARDIM CENTENARIO,CCA,162
JARDIM COLONIAL,ESC.PART. ,162
JARDIM FIGUEIRA GRANDE,CCA,162
JARDIM HELIAN,MOVA      ,162
JARDIM HELIAN,MOVA        ,162
JARDIM MARIA LUIZA,CCA,162
JARDIM NAKAMURA,MOVA        ,162
JARDIM PRINCESA,MOVA,162
JARDIM SANTA FRANCISCA CABRINI,ESC.PART.,162
JARDIM VARGINHA,CCA,162
PARQUE EDU CHAVES,CR.P.CONV   ,162
PARQUE SANTO AMARO,CCA,162
RESIDENCIAL SOL NASCENTE,CCA,162
VILA LEOPOLDINA,ESC.PART. ,162
VILA OLIMPIA,CCA,162
VILA PIAUI,CCA,162
CIDADE CENTENÃRIO,CR.P.CONV   ,161
JARDIM IGUATEMI,MOVA        ,161
NOVA CONQUISTA,MOVA        ,161
RESIDENCIAL SOL NASCENTE,MOVA        ,161
JARDIM SAPOPEMBA,CCA,160
PARQUE DOROTEIA,CCA,160
VILA DAS MERCÊS,CEI INDIR,160
VILA REGENTE FEIJÓ,ESC.PART.,160
JARDIM RUSSO,MOVA        ,159
JARDIM UMUARAMA,ESC.PART. ,159
VILA BERTIOGA,ESC.PART.,159
VILA MORSE,CR.P.CONV ,159
VILA RÉ,ESC.PART. ,159
JARDIM DA PEDREIRA,CR.P.CONV ,158
PARQUE COLONIAL,ESP CONV,158
ALTO DA RIVIERA,CR.P.CONV   ,157
JARDIM ETELVINA,MOVA,157
JARDIM MACEDÃ”NIA,MOVA        ,157
JARDIM MACEDÔNIA,MOVA      ,157
VILA DOMITILA,CR.P.CONV ,157
VILA DOMITILA,CR.P.CONV   ,157
VILA SOUZA,MOVA        ,157
BROOKLIN PAULISTA,CCA,156
JARDIM GUANABARA,CR.P.CONV ,156
JARDIM MELIUNAS,MOVA        ,156
PARQUE DOROTEIA,ESC.PART.,156
SACOMÃ,MOVA,156
VILA BARBOSA,CCA,156
VILA MAZZEI,MOVA,156
VILA SILVA TELES,CCA,156
VILA MIRA,MOVA        ,155
ACLIMACAO,CCA,154
JARDIM SAO LUIS,CCA,154
QUINTA DA PAINEIRA,CEI DIRET   ,154
RESIDENCIAL COCAIA,MOVA        ,154
VILA CURUCA,CCA,154
GUAIANASES,MOVA        ,153
JARDIM REGIS,ESC.PART.,153
JARDIM SÃO FRANCISCO,MOVA,153
VELEIROS,MOVA      ,153
VELEIROS,MOVA        ,153
VILA DOS MINÃ‰RIOS,CR.P.CONV   ,153
VILA DOS MINÉRIOS,CR.P.CONV ,153
JARDIM IPÃŠ,MOVA        ,152
JARDIM IPÊ,MOVA      ,152
JARDIM KERALUX,CCA,152
PARQUE ESPERANCA,MOVA        ,152
VILA BELA,CCA,152
VILA CALIFÃ“RNIA,CR.P.CONV   ,152
VILA FORMOSA,CCA,152
VILA ZELINA,MOVA,152
CANGAÃBA,MOVA        ,151
CANGAÍBA,MOVA      ,151
CIDADE POPULAR,MOVA        ,151
JARDIM SÃO FRANCISCO DE ASSIS,MOVA      ,151
JARDIM SÃƒO FRANCISCO DE ASSIS,MOVA        ,151
VILA IOLANDA(LAJEADO),MOVA      ,151
VILA IOLANDALAJEADO,MOVA        ,151
VILA NASCENTE,MOVA      ,151
VILA NASCENTE,MOVA        ,151
JARDIM CAPELA,MOVA,150
JARDIM REDIL,CCA,150
PARQUE DO OTERO,MOVA        ,150
PARQUE SANTA MADALENA,CEI INDIR ,150
VILA IOLANDA(LAJEADO),CR.P.CONV   ,150
VILA PRINCESA ISABEL,MOVA        ,150
VILA SANTO ESTÉFANO,ESC.PART.,150
JORDANÃ“POLIS,MOVA        ,149
JORDANÓPOLIS,MOVA      ,149
CIDADE SAO MIGUEL,CCA,148
JARDIM APURA,MOVA        ,148
JARDIM BRITANIA,CCA,148
JARDIM IMPERADOR (ZONA LESTE),CR.P.CONV,148
JARDIM MONTE AZUL,CCA,148
CONJUNTO PROMORAR SAPOPEMBA,MOVA        ,147
JARDIM ALFREDO,CR.P.CONV ,147
JARDIM DOS MANACAS,MOVA        ,147
VILA ALEXANDRIA,ESC.PART.   ,147
CHÃCARA SANTANA,MOVA        ,146
ENGENHEIRO GOULART,CCA,146
JARDIM JACANA,CR.P.CONV   ,146
PARQUE COLONIAL,CCA,146
JARDIM MYRNA,MOVA        ,145
PARQUE AMAZONAS,MOVA        ,145
VILA MASCOTE,MOVA,145
CHACARA SANTO ANTONIO ZONA SUL,ESC.PART.   ,144
CHÁCARA MONTE ALEGRE,ESC.PART.,144
JARDIM COMERCIAL,MOVA        ,144
JARDIM MONTE KEMEL,CCA,144
JARDIM UMARIZAL,MOVA,144
LAUZANE PAULISTA,CEI DIRET   ,144
PARQUE DAS ÁRVORES,ESC.PART.,144
VILA INDEPENDENCIA,CR.P.CONV ,144
VILA ISABEL,MOVA      ,144
VILA ISABEL,MOVA        ,144
PARQUE CÃSPER,MOVA        ,143
JARDIM DAS FONTES,CCA,142
JARDIM SANTO ANDRE,CCA,142
VILA REGENTE FEIJO,CR.P.CONV,142
VILA VERDE,CCA,142
CAPÃO DO EMBIRA,CEI INDIR ,141
CHÁCARA DONA OLÍVIA,CR.P.CONV ,141
CHÃCARA DONA OLÃVIA,CR.P.CONV   ,141
CIDADE LUZ,MOVA        ,141
VILA SAO JOSE GUAIANAZES,MOVA        ,141
BAIRRO INEXISTENTE,CCA,140
CONJUNTO HABITACIONAL MARECHAL MASCARENH,CCA,140
JARDIM IRENE,MOVA        ,140
JARDIM SAO JORGE,CCA,140
SAO JOAO CLIMACO,CR.P.CONV   ,140
SÃƒO JOÃƒO CLÃMACO,MOVA        ,140
VILA MIRANDA,CCA,140
CONJUNTO RESIDENCIAL MORADA DO SOL,MOVA        ,139
JARDIM JOAMAR,MOVA        ,139
JARDIM PEDRO JOSE NUNES,MOVA        ,139
CIDADE AMERICA,CCA,138
CIDADE JÚLIA,ESC.PART. ,138
CONJUNTO HABITACIONAL MARECHAL MASCARENH,ESC.PART.,138
CONJUNTO HABITACIONAL TURÃSTICA,MOVA        ,138
CONJUNTO RESIDENCIAL JOSE BONIFACIO,MOVA        ,138
JARDIM CAMARGO,MOVA        ,138
JARDIM HELENA,ESC.PART. ,138
JARDIM SÃO PAULO(ZONA LESTE),MOVA      ,138
SANTA TERESINHA,CR.P.CONV ,138
SUPER QUADRA MORUMBI,CR.P.CONV   ,138
VILA SANTA LÃšCIA,CR.P.CONV   ,138
JARDIM DONÃRIA,MOVA        ,137
JARDIM PRUDÃŠNCIA,CR.P.CONV   ,137
PARQUE DAS FLORES,MOVA        ,137
SAÚDE,ESC.PART.,137
VILA CARMOSINA,CR.P.CONV   ,137
VILA DOS PALMARES,MOVA        ,137
JARDIM GUARUJA,CCA,136
JARDIM MARILIA,CCA,136
JARDIM NOVO SANTO AMARO,CCA,136
JARDIM SÃO BERNARDO,ESC.PART.,136
VILA CAMPO GRANDE,CCA,136
VILA FAZZEONI,CCA,136
BELA VISTA,ESC.PART. ,135
CIDADE NITRO OPERARIA,MOVA        ,135
JARDIM AMPLIACAO,ESC.PART.,135
JARDIM GUEDALA,MOVA        ,135
PARAISÓPOLIS,ESC.PART. ,135
PARQUE DO LAGO,MOVA      ,135
PARQUE DO LAGO,MOVA        ,135
PARQUE SÃƒO DOMINGOS,MOVA        ,135
CHÁCARA SANTA MARIA,MOVA      ,134
CHÃCARA SANTA MARIA,MOVA        ,134
CIDADE PATRIARCA,MOVA        ,134
